날짜,동,누적강수량,최고기온(w),최저기온(w),습도,일교차,승용차추정교통량,버스추정교통량,화물차추정교통량,
2021.10.06,상암동,1027.5,29.4,0,76.57738095,29.4,14170,243,3372,17785
2021.01.14,상암동,1349.5,8.4,-15.8,56.23809524,24.2,14170,243,3372,17785
2021.02.09,상암동,1359.5,9.2,-6.9,56.23809524,16.1,14170,243,3372,17785
2021.02.09,상암동,1359.5,9.2,-6.9,56.23809524,16.1,14170,243,3372,17785
2021.02.10,상암동,1359.5,9.2,-6.2,56.55357143,15.4,14170,243,3372,17785
2021.03.17,상암동,1368.5,15.8,1.3,53.36904762,14.5,14170,243,3372,17785
2021.04.07,상암동,1450,23.6,5.5,47.19642857,18.1,14170,243,3372,17785
2021.06.07,상암동,1603,29.9,0,64.82142857,29.9,14170,243,3372,17785
2021.07.12,상암동,1602.5,33.299999,0,77.20238095,33.299999,14170,243,3372,17785
2021.08.20,상암동,1013,32.599998,20.4,59.625,12.199998,14170,243,3372,17785
2021.10.14,상암동,1041,26.200001,12.8,74.5952381,13.400001,14170,243,3372,17785
2021.01.26,상암동,1356,13.6,-3.9,60.77380952,17.5,14170,243,3372,17785
2021.01.26,상암동,1356,13.6,-3.9,60.77380952,17.5,14170,243,3372,17785
2021.03.09,상암동,1375,14.3,0,58.125,14.3,14170,243,3372,17785
2021.05.10,상암동,1522,22.5,7.7,55.47619048,14.8,14170,243,3372,17785
2021.07.19,상암동,1564,34.799999,22.5,70.66666667,12.299999,14170,243,3372,17785
2021.09.09,상암동,934.5,30.200001,0,64.64285714,30.200001,14170,243,3372,17785
2021.01.14,상암동,1349.5,8.4,-15.8,56.23809524,24.2,14170,243,3372,17785
2021.01.20,상암동,1348.5,10.3,-11.4,45.22619048,21.7,14170,243,3372,17785
2021.02.08,상암동,1359.5,9.2,-8.5,55.21428571,17.7,14170,243,3372,17785
2021.02.10,상암동,1359.5,9.2,-6.2,56.55357143,15.4,14170,243,3372,17785
2021.02.22,상암동,1332,16.6,-9.5,50.45238095,26.1,14170,243,3372,17785
2021.03.08,상암동,1375,14.3,-1.3,58.33333333,15.6,14170,243,3372,17785
2021.03.27,상암동,1396,19.9,0,59.64880952,19.9,14170,243,3372,17785
2021.03.29,상암동,1397,19.9,0,61.03571429,19.9,14170,243,3372,17785
2021.04.14,상암동,1477,20.700001,4.4,47.26785714,16.300001,14170,243,3372,17785
2021.04.26,상암동,1465,27.1,8.6,37.4702381,18.5,14170,243,3372,17785
2021.05.24,상암동,1550,26.299999,0,57.60119048,26.299999,14170,243,3372,17785
2021.06.14,상암동,1614,32.200001,17.6,63.27380952,14.600001,14170,243,3372,17785
2021.06.20,상암동,1621.5,29.700001,0,72.47619048,29.700001,14170,243,3372,17785
2021.06.29,상암동,1589.5,31.5,19.1,74.92261905,12.4,14170,243,3372,17785
2021.07.07,상암동,1602.5,32.700001,0,74.125,32.700001,14170,243,3372,17785
2021.07.27,상암동,1460.5,37.299999,26,56.125,11.299999,14170,243,3372,17785
2021.08.04,상암동,1313.5,34.900002,23.700001,69.23214286,11.200001,14170,243,3372,17785
2021.08.30,상암동,956.5,29.299999,20.200001,80.29761905,9.099998,14170,243,3372,17785
2021.09.01,상암동,1026,29.299999,18.299999,78.41071429,11,14170,243,3372,17785
2021.09.09,상암동,934.5,30.200001,0,64.64285714,30.200001,14170,243,3372,17785
2021.09.24,상암동,988,29.4,16,64.23809524,13.4,14170,243,3372,17785
2021.09.29,상암동,998,28.1,0,67.97619048,28.1,14170,243,3372,17785
2021.10.02,상암동,1020.5,28.200001,16,74.83333333,12.200001,14170,243,3372,17785
2021.10.05,상암동,1024,29.4,0,77.64285714,29.4,14170,243,3372,17785
2021.10.08,상암동,1030,29.4,0,80.21428571,29.4,14170,243,3372,17785
2021.10.14,상암동,1041,26.200001,12.8,74.5952381,13.400001,14170,243,3372,17785
2021.12.08,상암동,1032,13.3,-3.2,55.41666667,16.5,14170,243,3372,17785
2021.12.30,상암동,1033,7,-14.2,41.76785714,21.2,14170,243,3372,17785
2021.02.10,상암동,1359.5,9.2,-6.2,56.55357143,15.4,14170,243,3372,17785
2021.03.02,상암동,1375,15.2,-1.9,47.8452381,17.1,14170,243,3372,17785
2021.03.06,상암동,1375,14.3,-1.3,62.67857143,15.6,14170,243,3372,17785
2021.03.19,상암동,1368.5,19.5,1.3,51.85714286,18.2,14170,243,3372,17785
2021.03.25,상암동,1372.5,19.5,0,59.74404762,19.5,14170,243,3372,17785
2021.03.25,상암동,1372.5,19.5,0,59.74404762,19.5,14170,243,3372,17785
2021.04.08,상암동,1450,22.299999,5.5,47.4702381,16.799999,14170,243,3372,17785
2021.04.08,상암동,1450,22.299999,5.5,47.4702381,16.799999,14170,243,3372,17785
2021.04.09,상암동,1450,19.700001,5.5,47.07738095,14.200001,14170,243,3372,17785
2021.04.12,상암동,1477,20.700001,5.8,45.35119048,14.900001,14170,243,3372,17785
2021.04.30,상암동,1502.5,23.700001,9.1,53.70238095,14.600001,14170,243,3372,17785
2021.05.24,상암동,1550,26.299999,0,57.60119048,26.299999,14170,243,3372,17785
2021.05.28,상암동,1572.5,25.1,12.3,62.60714286,12.8,14170,243,3372,17785
2021.05.28,상암동,1572.5,25.1,12.3,62.60714286,12.8,14170,243,3372,17785
2021.07.05,상암동,1601,32.700001,0,76.45833333,32.700001,14170,243,3372,17785
2021.08.23,상암동,1060.5,31.799999,20.4,70.66071429,11.399999,14170,243,3372,17785
2021.08.23,상암동,1060.5,31.799999,20.4,70.66071429,11.399999,14170,243,3372,17785
2021.08.29,상암동,1031,29.299999,20.200001,81.98809524,9.099998,14170,243,3372,17785
2021.08.30,상암동,956.5,29.299999,20.200001,80.29761905,9.099998,14170,243,3372,17785
2021.08.30,상암동,956.5,29.299999,20.200001,80.29761905,9.099998,14170,243,3372,17785
2021.09.04,상암동,971.5,30.200001,18.1,68.05952381,12.100001,14170,243,3372,17785
2021.09.06,상암동,991.5,30.200001,18.1,63.81547619,12.100001,14170,243,3372,17785
2021.09.08,상암동,934.5,30.200001,0,64.75595238,30.200001,14170,243,3372,17785
2021.09.08,상암동,934.5,30.200001,0,64.75595238,30.200001,14170,243,3372,17785
2021.09.10,상암동,924.5,29.799999,0,68.13095238,29.799999,14170,243,3372,17785
2021.10.06,상암동,1027.5,29.4,0,76.57738095,29.4,14170,243,3372,17785
2021.11.08,상암동,1068,21.299999,3.4,55.75595238,17.899999,14170,243,3372,17785
2021.01.21,상암동,1348.5,10.3,-11.4,51.86309524,21.7,14170,243,3372,17785
2021.01.29,상암동,1358,13.6,-10.5,50.14285714,24.1,14170,243,3372,17785
2021.04.07,상암동,1450,23.6,5.5,47.19642857,18.1,14170,243,3372,17785
2021.05.09,상암동,1532.5,22.5,8.5,51.9702381,14,14170,243,3372,17785
2021.08.04,상암동,1313.5,34.900002,23.700001,69.23214286,11.200001,14170,243,3372,17785
2021.08.24,상암동,1065.5,31.4,20.4,71.58928571,11,14170,243,3372,17785
2021.07.04,상암동,1601,32.700001,0,76.74404762,32.700001,14170,243,3372,17785
2021.07.04,상암동,1601,32.700001,0,76.74404762,32.700001,14170,243,3372,17785
2021.08.24,상암동,1065.5,31.4,20.4,71.58928571,11,14170,243,3372,17785
2021.03.01,상암동,1375,15.2,-2.8,42.76190476,18,14170,243,3372,17785
2021.03.01,상암동,1375,15.2,-2.8,42.76190476,18,14170,243,3372,17785
2021.08.05,상암동,1309,34.900002,23.700001,70.16071429,11.200001,14170,243,3372,17785
2021.09.09,상암동,934.5,30.200001,0,64.64285714,30.200001,14170,243,3372,17785
2021.10.27,상암동,1048.5,19.1,4,54.25,15.1,14170,243,3372,17785
2021.11.11,상암동,1070.5,21.299999,1.5,25.32142857,19.799999,14170,243,3372,17785
2021.11.11,상암동,1070.5,21.299999,1.5,25.32142857,19.799999,14170,243,3372,17785
2021.11.11,상암동,1070.5,21.299999,1.5,25.32142857,19.799999,14170,243,3372,17785
2021.03.04,상암동,1375,15.2,-1.3,54.38095238,16.5,14170,243,3372,17785
2021.03.05,상암동,1375,15.1,-1.3,60.13095238,16.4,14170,243,3372,17785
2021.03.07,상암동,1375,14.3,-1.3,63.88095238,15.6,14170,243,3372,17785
2021.06.30,상암동,1538,31.5,19.1,74.99404762,12.4,14170,243,3372,17785
2021.08.01,상암동,1452.5,35.700001,25.1,63.80357143,10.600001,14170,243,3372,17785
2021.08.02,상암동,1433,35.700001,23.700001,66.98809524,12,14170,243,3372,17785
2021.08.04,상암동,1313.5,34.900002,23.700001,69.23214286,11.200001,14170,243,3372,17785
2021.09.03,상암동,975.5,30.200001,18.1,71.125,12.100001,14170,243,3372,17785
2021.11.11,상암동,1070.5,21.299999,1.5,25.32142857,19.799999,14170,243,3372,17785
2021.03.01,상암동,1375,15.2,-2.8,42.76190476,18,14170,243,3372,17785
2021.03.10,상암동,1371,15.9,0,59.36309524,15.9,14170,243,3372,17785
2021.05.24,상암동,1550,26.299999,0,57.60119048,26.299999,14170,243,3372,17785
2021.06.18,상암동,1621.5,30.799999,17.6,71.14285714,13.199999,14170,243,3372,17785
2021.06.30,상암동,1538,31.5,19.1,74.99404762,12.4,14170,243,3372,17785
2021.08.04,상암동,1313.5,34.900002,23.700001,69.23214286,11.200001,14170,243,3372,17785
2021.04.13,상암동,1477,20.700001,4.4,45.82738095,16.300001,14170,243,3372,17785
2021.05.09,상암동,1532.5,22.5,8.5,51.9702381,14,14170,243,3372,17785
2021.05.30,상암동,1584.5,27,0,67.07142857,27,14170,243,3372,17785
2021.06.14,상암동,1614,32.200001,17.6,63.27380952,14.600001,14170,243,3372,17785
2021.09.01,상암동,1026,29.299999,18.299999,78.41071429,11,14170,243,3372,17785
2021.12.29,상암동,1033,7.8,-14.2,43.08928571,22,14170,243,3372,17785
2021.02.15,상암동,1355,13.1,-5.9,55.08333333,19,14170,243,3372,17785
2021.03.27,상암동,1396,19.9,0,59.64880952,19.9,14170,243,3372,17785
2021.06.14,상암동,1614,32.200001,17.6,63.27380952,14.600001,14170,243,3372,17785
2021.07.09,상암동,1604,30.700001,20,80.0297619,10.700001,14170,243,3372,17785
2021.07.09,상암동,1604,30.700001,20,80.0297619,10.700001,14170,243,3372,17785
2021.09.23,상암동,988,29.4,16,64.47619048,13.4,14170,243,3372,17785
2021.10.28,상암동,1048.5,19.9,4.5,53.57142857,15.4,14170,243,3372,17785
2021.10.28,상암동,1048.5,19.9,4.5,53.57142857,15.4,14170,243,3372,17785
2021.03.21,상암동,1372.5,19.5,1.3,53.02380952,18.2,14170,243,3372,17785
2021.03.29,상암동,1397,19.9,0,61.03571429,19.9,14170,243,3372,17785
2021.06.09,상암동,1603,32.200001,0,63.33928571,32.200001,14170,243,3372,17785
2021.09.10,상암동,924.5,29.799999,0,68.13095238,29.799999,14170,243,3372,17785
2021.02.10,상암동,1359.5,9.2,-6.2,56.55357143,15.4,14170,243,3372,17785
2021.02.11,상암동,1359.5,10,-6.2,58.99404762,16.2,14170,243,3372,17785
2021.03.02,상암동,1375,15.2,-1.9,47.8452381,17.1,14170,243,3372,17785
2021.03.21,상암동,1372.5,19.5,1.3,53.02380952,18.2,14170,243,3372,17785
2021.04.17,상암동,1476.5,20.700001,4.4,52.93452381,16.300001,14170,243,3372,17785
2021.12.13,상암동,1032,13.3,-4.4,64.30952381,17.7,14170,243,3372,17785
2021.12.13,상암동,1032,13.3,-4.4,64.30952381,17.7,14170,243,3372,17785
2021.04.15,상암동,1477,20.700001,4.4,49.73809524,16.300001,14170,243,3372,17785
2021.06.09,상암동,1603,32.200001,0,63.33928571,32.200001,14170,243,3372,17785
2021.06.30,상암동,1538,31.5,19.1,74.99404762,12.4,14170,243,3372,17785
2021.07.20,상암동,1563.5,34.799999,22.5,70.75595238,12.299999,14170,243,3372,17785
2021.10.06,상암동,1027.5,29.4,0,76.57738095,29.4,14170,243,3372,17785
2021.10.20,상암동,1048.5,24.1,0,54,24.1,14170,243,3372,17785
2021.01.06,상암동,1406.5,0.4,-15.6,42.38095238,16,14170,243,3372,17785
2021.01.25,상암동,1356,13.6,-8.5,54.39285714,22.1,14170,243,3372,17785
2021.02.09,상암동,1359.5,9.2,-6.9,56.23809524,16.1,14170,243,3372,17785
2021.02.09,상암동,1359.5,9.2,-6.9,56.23809524,16.1,14170,243,3372,17785
2021.02.15,상암동,1355,13.1,-5.9,55.08333333,19,14170,243,3372,17785
2021.02.24,상암동,1332,16.6,-6.5,45.30952381,23.1,14170,243,3372,17785
2021.03.18,상암동,1368.5,16.6,1.3,54.08333333,15.3,14170,243,3372,17785
2021.03.19,상암동,1368.5,19.5,1.3,51.85714286,18.2,14170,243,3372,17785
2021.03.21,상암동,1372.5,19.5,1.3,53.02380952,18.2,14170,243,3372,17785
2021.03.29,상암동,1397,19.9,0,61.03571429,19.9,14170,243,3372,17785
2021.04.03,상암동,1450,23.6,3,47.63690476,20.6,14170,243,3372,17785
2021.04.07,상암동,1450,23.6,5.5,47.19642857,18.1,14170,243,3372,17785
2021.04.14,상암동,1477,20.700001,4.4,47.26785714,16.300001,14170,243,3372,17785
2021.04.28,상암동,1470,27,10.4,44.28571429,16.6,14170,243,3372,17785
2021.05.03,상암동,1518,20,8,57.4047619,12,14170,243,3372,17785
2021.05.28,상암동,1572.5,25.1,12.3,62.60714286,12.8,14170,243,3372,17785
2021.05.28,상암동,1572.5,25.1,12.3,62.60714286,12.8,14170,243,3372,17785
2021.06.17,상암동,1620.5,30.799999,17.6,68.23809524,13.199999,14170,243,3372,17785
2021.06.23,상암동,1621.5,29.4,0,74.21428571,29.4,14170,243,3372,17785
2021.07.09,상암동,1604,30.700001,20,80.0297619,10.700001,14170,243,3372,17785
2021.07.09,상암동,1604,30.700001,20,80.0297619,10.700001,14170,243,3372,17785
2021.07.12,상암동,1602.5,33.299999,0,77.20238095,33.299999,14170,243,3372,17785
2021.09.23,상암동,988,29.4,16,64.47619048,13.4,14170,243,3372,17785
2021.09.23,상암동,988,29.4,16,64.47619048,13.4,14170,243,3372,17785
2021.09.30,상암동,998,28.1,0,69.61904762,28.1,14170,243,3372,17785
2021.09.30,상암동,998,28.1,0,69.61904762,28.1,14170,243,3372,17785
2021.11.15,상암동,1070.5,17,0.2,2.869047619,16.8,14170,243,3372,17785
2021.12.09,상암동,1032,13.3,-3.2,54.52380952,16.5,14170,243,3372,17785
2021.12.15,상암동,1034.5,11.7,-4.4,69.32142857,16.1,14170,243,3372,17785
2021.04.13,하중동,1436.5,20.200001,5.3,50.45238095,14.900001,16779,525,4196,21500
2021.06.10,하중동,1540.5,31.4,18,66.74404762,13.4,16779,525,4196,21500
2021.02.19,창전동,1311,13.8,-9.4,54.18452381,23.2,16779,525,4196,21500
2021.05.03,창전동,1456.5,19.9,8.2,62.2797619,11.7,16779,525,4196,21500
2021.03.11,창전동,1333.5,15.2,2.5,59.79166667,12.7,16779,525,4196,21500
2021.05.17,상수동,1517,29.1,0,69.10119048,29.1,16779,525,4196,21500
2021.08.09,상수동,1152,34.599998,0,67.20238095,34.599998,16779,525,4196,21500
2021.04.13,상수동,1436.5,20.200001,5.3,50.45238095,14.900001,16779,525,4196,21500
2021.05.18,상수동,1517,29.1,0,72.88095238,29.1,16779,525,4196,21500
2021.08.25,상수동,1013,30.200001,21,77.4702381,9.200001,16779,525,4196,21500
2021.11.03,상수동,1075.7,19.6,9,66.85119048,10.6,16779,525,4196,21500
2021.02.10,상수동,1332.5,9.8,-5.1,60.45833333,14.9,16779,525,4196,21500
2021.02.09,상수동,1332.5,9.8,-5.8,58.26785714,15.6,16779,525,4196,21500
2021.04.10,하중동,1416,19.5,8.4,44.79166667,11.1,16779,525,4196,21500
2021.11.16,하중동,1108.7,17,3.8,61.43452381,13.2,16779,525,4196,21500
2021.04.13,창전동,1436.5,20.200001,5.3,50.45238095,14.900001,16779,525,4196,21500
2021.04.30,창전동,1450.5,22.299999,8.4,57.29166667,13.899999,16779,525,4196,21500
2021.03.19,상수동,1335,19.1,3.7,55.45238095,15.4,16779,525,4196,21500
2021.07.19,상수동,1518.5,36.799999,24.4,70.31547619,12.399999,16779,525,4196,21500
2021.03.12,상수동,1333.5,15.2,2.5,58.8452381,12.7,16779,525,4196,21500
2021.04.03,상수동,1416,22.6,6.2,54.98214286,16.4,16779,525,4196,21500
2021.04.10,상수동,1416,19.5,8.4,44.79166667,11.1,16779,525,4196,21500
2021.04.16,상수동,1437,20.200001,5.3,58.16071429,14.900001,16779,525,4196,21500
2021.05.25,상수동,1480,25.5,0,64.48214286,25.5,16779,525,4196,21500
2021.06.14,상수동,1531,31.4,18.700001,71.80952381,12.699999,16779,525,4196,21500
2021.07.04,상수동,1559.5,31.1,0,76.80952381,31.1,16779,525,4196,21500
2021.03.16,상수동,1335,16.200001,3.7,58.7202381,12.500001,16779,525,4196,21500
2021.06.01,상수동,1512,25.5,0,70.44642857,25.5,16779,525,4196,21500
2021.06.14,상수동,1531,31.4,18.700001,71.80952381,12.699999,16779,525,4196,21500
2021.07.01,상수동,1494.5,31.1,20.200001,73.78571429,10.899999,16779,525,4196,21500
2021.02.07,상수동,1332.5,9.8,-7.6,59.86309524,17.4,16779,525,4196,21500
2021.02.11,상수동,1332.5,9.9,-4.2,63.55357143,14.1,16779,525,4196,21500
2021.03.04,상수동,1342,14.1,0.5,60.74404762,13.6,16779,525,4196,21500
2021.06.10,상수동,1540.5,31.4,18,66.74404762,13.4,16779,525,4196,21500
2021.07.06,상수동,1559.5,31.1,0,75.32142857,31.1,16779,525,4196,21500
2021.08.05,상수동,1266,35.299999,25.700001,71.2797619,9.599998,16779,525,4196,21500
2021.05.25,당인동,1480,25.5,0,64.48214286,25.5,16779,525,4196,21500
2021.05.26,당인동,1487,24.9,0,65.27380952,24.9,16779,525,4196,21500
2021.05.27,당인동,1500,24.9,12.3,67.28571429,12.6,16779,525,4196,21500
2021.06.15,당인동,1532,31.4,18.700001,71.50595238,12.699999,16779,525,4196,21500
2021.06.24,당인동,1562.5,29.299999,0,70.82738095,29.299999,16779,525,4196,21500
2021.09.08,당인동,978,28.5,0,68.33333333,28.5,16779,525,4196,21500
2021.09.17,당인동,964.5,30,20.4,60.88095238,9.6,16779,525,4196,21500
2021.06.02,당인동,1512,30.6,0,71.75595238,30.6,16779,525,4196,21500
2021.03.04,서교동,1342,14.1,0.5,60.74404762,13.6,8816,71,1887,10774
2021.02.01,서교동,1331,9.2,-10.1,56.07142857,19.3,8816,71,1887,10774
2021.10.07,서교동,1059.7,29.6,0,75.32738095,29.6,8816,71,1887,10774
2021.02.22,서교동,1304.5,17.4,-9.4,54.05952381,26.8,8816,71,1887,10774
2021.04.16,서교동,1437,20.200001,5.3,58.16071429,14.900001,8816,71,1887,10774
2021.05.17,서교동,1517,29.1,0,69.10119048,29.1,8816,71,1887,10774
2021.05.24,서교동,1480,25.5,0,63.41666667,25.5,8816,71,1887,10774
2021.06.15,서교동,1532,31.4,18.700001,71.50595238,12.699999,8816,71,1887,10774
2021.07.07,서교동,1581.5,31.1,0,76.33928571,31.1,8816,71,1887,10774
2021.07.07,서교동,1581.5,31.1,0,76.33928571,31.1,8816,71,1887,10774
2021.07.20,서교동,1526,36.799999,24.4,70.91071429,12.399999,8816,71,1887,10774
2021.08.05,서교동,1266,35.299999,25.700001,71.2797619,9.599998,8816,71,1887,10774
2021.08.27,서교동,1009.5,29,21,82.375,8,8816,71,1887,10774
2021.08.27,서교동,1009.5,29,21,82.375,8,8816,71,1887,10774
2021.08.30,서교동,963,29,21.1,79.81547619,7.9,8816,71,1887,10774
2021.09.08,서교동,978,28.5,0,68.33333333,28.5,8816,71,1887,10774
2021.09.14,서교동,965,30,0,67.79761905,30,8816,71,1887,10774
2021.10.12,서교동,1071.2,26,13.4,77.125,12.6,8816,71,1887,10774
2021.10.12,서교동,1071.2,26,13.4,77.125,12.6,8816,71,1887,10774
2021.10.26,서교동,1082.7,18.6,0,60.41071429,18.6,8816,71,1887,10774
2021.11.15,서교동,1108.7,17,2.4,63.73809524,14.6,8816,71,1887,10774
2021.08.04,동교동,1269,35.299999,25.700001,71,9.599998,8816,71,1887,10774
2021.09.14,동교동,965,30,0,67.79761905,30,8816,71,1887,10774
2021.10.20,동교동,1082.2,24.1,0,57.19642857,24.1,8816,71,1887,10774
2021.03.06,동교동,1342,14.3,0.5,66.93452381,13.8,8816,71,1887,10774
2021.03.30,동교동,1361.5,19.200001,0,64.32142857,19.200001,8816,71,1887,10774
2021.04.14,동교동,1436.5,20.200001,5.3,53.6547619,14.900001,8816,71,1887,10774
2021.04.16,동교동,1437,20.200001,5.3,58.16071429,14.900001,8816,71,1887,10774
2021.04.19,동교동,1432,18.6,5.3,57.58333333,13.3,8816,71,1887,10774
2021.05.26,동교동,1487,24.9,0,65.27380952,24.9,8816,71,1887,10774
2021.07.12,동교동,1583,31.200001,0,77.56547619,31.200001,8816,71,1887,10774
2021.08.28,동교동,1001,29,21.1,81.20833333,7.9,8816,71,1887,10774
2021.08.28,동교동,1001,29,21.1,81.20833333,7.9,8816,71,1887,10774
2021.09.01,동교동,1056.5,29,19.1,78.21428571,9.9,8816,71,1887,10774
2021.09.01,동교동,1056.5,29,19.1,78.21428571,9.9,8816,71,1887,10774
2021.09.08,동교동,978,28.5,0,68.33333333,28.5,8816,71,1887,10774
2021.10.12,동교동,1071.2,26,13.4,77.125,12.6,8816,71,1887,10774
2021.11.09,동교동,1108.7,20.4,2.4,68.8452381,18,8816,71,1887,10774
2021.11.09,동교동,1108.7,20.4,2.4,68.8452381,18,8816,71,1887,10774
2021.11.24,동교동,1006.2,17.5,-1.7,66.7797619,19.2,8816,71,1887,10774
2021.11.30,동교동,1034.2,12.4,-1.3,56.16666667,13.7,8816,71,1887,10774
2021.06.16,서교동,1532,30.5,18.700001,71.21428571,11.799999,8816,71,1887,10774
2021.03.07,서교동,1342,14.3,0.5,68.08333333,13.8,8816,71,1887,10774
2021.04.04,서교동,1416,22.6,6.2,49.51785714,16.4,8816,71,1887,10774
2021.07.16,서교동,1544.5,36.799999,0,73.79166667,36.799999,8816,71,1887,10774
2021.07.16,서교동,1544.5,36.799999,0,73.79166667,36.799999,8816,71,1887,10774
2021.10.07,서교동,1059.7,29.6,0,75.32738095,29.6,8816,71,1887,10774
2021.11.15,서교동,1108.7,17,2.4,63.73809524,14.6,8816,71,1887,10774
2021.04.19,동교동,1432,18.6,5.3,57.58333333,13.3,8816,71,1887,10774
2021.12.27,동교동,1036.7,8.4,-14,52.80357143,22.4,8816,71,1887,10774
2021.05.17,동교동,1517,29.1,0,69.10119048,29.1,8816,71,1887,10774
2021.05.17,동교동,1517,29.1,0,69.10119048,29.1,8816,71,1887,10774
2021.06.14,동교동,1531,31.4,18.700001,71.80952381,12.699999,8816,71,1887,10774
2021.07.19,동교동,1518.5,36.799999,24.4,70.31547619,12.399999,8816,71,1887,10774
2021.07.27,동교동,1434,36.5,28.1,58.75,8.4,8816,71,1887,10774
2021.08.31,동교동,1055.5,29,19.1,79.75595238,9.9,8816,71,1887,10774
2021.09.17,동교동,964.5,30,20.4,60.88095238,9.6,8816,71,1887,10774
2021.10.05,동교동,1056.5,29.6,0,75.85119048,29.6,8816,71,1887,10774
2021.11.10,동교동,1108.7,20.4,2.4,67.58333333,18,8816,71,1887,10774
2021.11.13,동교동,1108.7,19.5,2.4,64.07142857,17.1,8816,71,1887,10774
2021.11.17,동교동,1108.7,17,3.8,60.55952381,13.2,8816,71,1887,10774
2021.11.24,동교동,1006.2,17.5,-1.7,66.7797619,19.2,8816,71,1887,10774
2021.12.10,동교동,1034.2,11.7,0.8,63.38095238,10.9,8816,71,1887,10774
2021.12.15,동교동,1034.7,11.3,-4.2,68.02380952,15.5,8816,71,1887,10774
2021.03.02,노고산동,1342,14.1,0.4,54.25595238,13.7,8816,71,1887,10774
2021.03.05,노고산동,1342,14.3,0.5,65.27380952,13.8,8816,71,1887,10774
2021.03.11,노고산동,1333.5,15.2,2.5,59.79166667,12.7,8816,71,1887,10774
2021.03.18,노고산동,1335,16.4,3.7,57.85119048,12.7,8816,71,1887,10774
2021.04.13,노고산동,1436.5,20.200001,5.3,50.45238095,14.900001,8816,71,1887,10774
2021.04.13,노고산동,1436.5,20.200001,5.3,50.45238095,14.900001,8816,71,1887,10774
2021.04.24,노고산동,1421,27.700001,8.2,47.97619048,19.500001,8816,71,1887,10774
2021.05.20,노고산동,1488.5,29.1,0,73.92261905,29.1,8816,71,1887,10774
2021.05.24,노고산동,1480,25.5,0,63.41666667,25.5,8816,71,1887,10774
2021.06.28,노고산동,1545,29.5,20.1,72,9.4,8816,71,1887,10774
2021.06.28,노고산동,1545,29.5,20.1,72,9.4,8816,71,1887,10774
2021.07.11,노고산동,1583,30.700001,22,78.17261905,8.700001,8816,71,1887,10774
2021.07.12,노고산동,1583,31.200001,0,77.56547619,31.200001,8816,71,1887,10774
2021.07.29,노고산동,1397.5,36.5,27.700001,61.29761905,8.799999,8816,71,1887,10774
2021.08.05,노고산동,1266,35.299999,25.700001,71.2797619,9.599998,8816,71,1887,10774
2021.08.27,노고산동,1009.5,29,21,82.375,8,8816,71,1887,10774
2021.08.27,노고산동,1009.5,29,21,82.375,8,8816,71,1887,10774
2021.09.09,노고산동,978,28.5,0,69.23214286,28.5,8816,71,1887,10774
2021.09.09,노고산동,978,28.5,0,69.23214286,28.5,8816,71,1887,10774
2021.09.09,노고산동,978,28.5,0,69.23214286,28.5,8816,71,1887,10774
2021.09.29,노고산동,1044,26.799999,0,70.06547619,26.799999,8816,71,1887,10774
2021.10.15,노고산동,1071.2,26,13.3,70.49404762,12.7,8816,71,1887,10774
2021.11.02,노고산동,1076.2,19.6,8.9,64.56547619,10.7,8816,71,1887,10774
2021.11.02,노고산동,1076.2,19.6,8.9,64.56547619,10.7,8816,71,1887,10774
2021.11.11,노고산동,1108.7,20.4,2.4,64.52380952,18,8816,71,1887,10774
2021.11.22,노고산동,1006.2,17.5,-1.7,66.07738095,19.2,8816,71,1887,10774
2021.12.03,노고산동,1034.2,12.4,-2.1,55.51190476,14.5,8816,71,1887,10774
2021.12.21,노고산동,1036.7,11.4,-8.9,63.66071429,20.3,8816,71,1887,10774
2021.03.25,노고산동,1339.5,19.1,0,61.77380952,19.1,8816,71,1887,10774
2021.04.06,중동,1695.3,23.9,6.1,48.42261905,17.8,13625,110,2972,16707
2021.05.03,중동,1752.8,20.1,6,67.99404762,14.1,13625,110,2972,16707
2021.06.25,중동,1794.3,28.9,0,71.54166667,28.9,13625,110,2972,16707
2021.12.14,중동,1136.5,11.7,-6.6,65.64285714,18.3,13625,110,2972,16707
2021.04.07,성산동,1695.3,23.9,6.1,49.14285714,17.8,20924,212,5078,26214
2021.08.09,성산동,1412.3,32.900002,20.799999,74.94642857,12.100003,20924,212,5078,26214
2021.08.29,성산동,1188,28,19.1,89.04761905,8.9,20924,212,5078,26214
2021.08.29,성산동,1188,28,19.1,89.04761905,8.9,20924,212,5078,26214
2021.10.12,성산동,1183,24.1,11.6,83.69642857,12.5,20924,212,5078,26214
2021.10.25,성산동,1192,17.299999,3.7,64.57142857,13.599999,20924,212,5078,26214
2021.03.15,성산동,1607.3,16.299999,1.5,60.63095238,14.799999,20924,212,5078,26214
2021.01.06,성산동,1633.8,0,-16.700001,47.13095238,16.700001,20924,212,5078,26214
2021.02.15,성산동,1590.8,14.6,-7.5,56.57142857,22.1,20924,212,5078,26214
2021.03.29,성산동,1641.3,19.1,0,66.20238095,19.1,20924,212,5078,26214
2021.03.29,성산동,1641.3,19.1,0,66.20238095,19.1,20924,212,5078,26214
2021.04.08,성산동,1695.3,21.799999,6.1,49.80952381,15.699999,20924,212,5078,26214
2021.06.15,성산동,1836.3,31.5,17.5,76.18452381,14,20924,212,5078,26214
